timestamp,price,date
1739574249783,97190.84281503958,2025-02-14 23:04:09.783
1739577847449,97525.56432832252,2025-02-15 00:04:07.449
1739581364761,97465.74346570221,2025-02-15 01:02:44.761
1739585061757,97811.65069075664,2025-02-15 02:04:21.757
1739588470495,97810.11853984169,2025-02-15 03:01:10.495
1739592231511,97680.37583137362,2025-02-15 04:03:51.511
1739596141276,97555.50423518383,2025-02-15 05:09:01.276
1739599451294,97596.36340969727,2025-02-15 06:04:11.294
1739603364932,97534.03412413939,2025-02-15 07:09:24.932
1739606638198,97401.87016895857,2025-02-15 08:03:58.198
1739610251383,97504.16571792305,2025-02-15 09:04:11.383
1739614153164,97524.57452619587,2025-02-15 10:09:13.164
1739617259437,97726.54687428048,2025-02-15 11:00:59.437
1739621058755,97599.45342665966,2025-02-15 12:04:18.755
1739624503979,97755.57301650841,2025-02-15 13:01:43.979
1739628240850,97743.06912727187,2025-02-15 14:04:00.850
1739631860336,97643.02998914919,2025-02-15 15:04:20.336
1739635750344,97690.30146549319,2025-02-15 16:09:10.344
1739639035009,97533.1040216401,2025-02-15 17:03:55.009
1739642440667,97422.02899712167,2025-02-15 18:00:40.667
1739646033236,97595.31113086389,2025-02-15 19:00:33.236
1739649859773,97588.83350317659,2025-02-15 20:04:19.773
1739653455188,97552.17038179221,2025-02-15 21:04:15.188
1739657056328,97709.33332248866,2025-02-15 22:04:16.328
1739660610801,97545.4160810322,2025-02-15 23:03:30.801
1739664538860,97651.63779310409,2025-02-16 00:08:58.860
1739667797474,97619.7866463706,2025-02-16 01:03:17.474
1739671415776,97670.43504008041,2025-02-16 02:03:35.776
1739674838025,97548.37442069995,2025-02-16 03:00:38.025
1739678636282,97557.1527649986,2025-02-16 04:03:56.282
1739682239283,97540.4302583713,2025-02-16 05:03:59.283
1739685838157,97602.86236725133,2025-02-16 06:03:58.157
1739689272853,97485.10316361366,2025-02-16 07:01:12.853
1739693045580,97230.9985896581,2025-02-16 08:04:05.580
1739696822379,97125.39953728911,2025-02-16 09:07:02.379
1739700145441,97374.59042056215,2025-02-16 10:02:25.441
1739703807604,97179.53603625878,2025-02-16 11:03:27.604
1739707429790,97336.20781895904,2025-02-16 12:03:49.790
1739711036263,97102.97273794797,2025-02-16 13:03:56.263
1739714633782,96820.88754034557,2025-02-16 14:03:53.782
1739718243853,96973.53423641954,2025-02-16 15:04:03.853
1739721842746,96965.21530590902,2025-02-16 16:04:02.746
1739725455153,97074.7553724119,2025-02-16 17:04:15.153
1739729056263,96972.41824936462,2025-02-16 18:04:16.263
1739732557915,96911.18680524954,2025-02-16 19:02:37.915
1739736065214,97057.54396616183,2025-02-16 20:01:05.214
1739739834909,96915.58776734979,2025-02-16 21:03:54.909
1739743458072,97161.8859953998,2025-02-16 22:04:18.072
1739747022553,96889.88885007307,2025-02-16 23:03:42.553
1739750641303,96122.86600485025,2025-02-17 00:04:01.303
1739754256994,96306.8893048766,2025-02-17 01:04:16.994
1739757717801,96529.14863264606,2025-02-17 02:01:57.801
1739761253065,96203.28295054514,2025-02-17 03:00:53.065
1739765209888,96185.61060460084,2025-02-17 04:06:49.888
1739768641732,96124.05481404,2025-02-17 05:04:01.732
1739772227584,96258.4683507194,2025-02-17 06:03:47.584
1739775843554,96363.60291349764,2025-02-17 07:04:03.554
1739779442845,96103.04905731311,2025-02-17 08:04:02.845
1739783049644,96125.59652377032,2025-02-17 09:04:09.644
1739786687383,96162.96642649428,2025-02-17 10:04:47.383
1739790252831,96115.17848679269,2025-02-17 11:04:12.831
1739793849411,96070.76836745605,2025-02-17 12:04:09.411
1739797436823,96472.19885359015,2025-02-17 13:03:56.823
1739801341694,96469.90302563595,2025-02-17 14:09:01.694
1739804599163,96825.39185696325,2025-02-17 15:03:19.163
1739808239096,95601.77121160176,2025-02-17 16:03:59.096
1739811829983,95367.30839787448,2025-02-17 17:03:49.983
1739815448444,95473.9227113629,2025-02-17 18:04:08.444
1739819057506,95305.81471590063,2025-02-17 19:04:17.506
1739822664419,95517.3362841228,2025-02-17 20:04:24.419
1739826265810,96001.22510228083,2025-02-17 21:04:25.810
1739829868726,96394.20010452533,2025-02-17 22:04:28.726
1739833433370,95910.6343997475,2025-02-17 23:03:53.370
1739837053462,95784.62953852078,2025-02-18 00:04:13.462
1739840667335,95657.12403089936,2025-02-18 01:04:27.335
1739844254216,96283.17216937791,2025-02-18 02:04:14.216
1739847844967,96049.47160409925,2025-02-18 03:04:04.967
1739851432652,96188.68435164474,2025-02-18 04:03:52.652
1739855098619,96057.16749618895,2025-02-18 05:04:58.619
1739858676443,95607.02526683104,2025-02-18 06:04:36.443
1739862329280,95364.76732236886,2025-02-18 07:05:29.280
1739866167434,95318.63732379173,2025-02-18 08:09:27.434
1739869466644,95189.2521445793,2025-02-18 09:04:26.644
1739872845871,95719.26020920448,2025-02-18 10:00:45.871
1739876762748,95713.43307222998,2025-02-18 11:06:02.748
1739880037611,95626.63610131448,2025-02-18 12:00:37.611
1739883876561,96171.78850952118,2025-02-18 13:04:36.561
1739887492860,96130.53749194527,2025-02-18 14:04:52.860
1739891092776,95503.68783507988,2025-02-18 15:04:52.776
1739894859716,95429.11009120086,2025-02-18 16:07:39.716
1739898281400,94580.67364083909,2025-02-18 17:04:41.400
1739901892675,94035.03488149004,2025-02-18 18:04:52.675
1739905483717,93902.52254777655,2025-02-18 19:04:43.717
1739908908970,94054.50815083837,2025-02-18 20:01:48.970
1739912685201,94134.52184393156,2025-02-18 21:04:45.201
1739916124924,94953.73212288553,2025-02-18 22:02:04.924
1739919935383,95259.61791981726,2025-02-18 23:05:35.383
1739923403374,95613.70786478418,2025-02-19 00:03:23.374
1739927008072,95280.7459174621,2025-02-19 01:03:28.072
1739930690779,95317.50472754847,2025-02-19 02:04:50.779
1739934267107,95727.74865208809,2025-02-19 03:04:27.107
1739938179896,95665.49231937547,2025-02-19 04:09:39.896
1739941461217,95176.94369782117,2025-02-19 05:04:21.217
1739945070541,95224.12571943826,2025-02-19 06:04:30.541
1739948694369,95586.35220471295,2025-02-19 07:04:54.369
1739952565956,95680.7581641533,2025-02-19 08:09:25.956
1739955876363,95590.61583351126,2025-02-19 09:04:36.363
1739959489901,95949.78606201638,2025-02-19 10:04:49.901
1739963059894,96302.84963715746,2025-02-19 11:04:19.894
1739966798418,96414.46175112732,2025-02-19 12:06:38.418
1739970270798,96194.7062967688,2025-02-19 13:04:30.798
1739973879998,96235.09041058479,2025-02-19 14:04:39.998
1739977461303,95728.44469201894,2025-02-19 15:04:21.303
1739980833141,95946.65997661931,2025-02-19 16:00:33.141
1739984693114,96051.7756014956,2025-02-19 17:04:53.114
1739988293124,96386.72652871323,2025-02-19 18:04:53.124
1739992026834,95622.78488625766,2025-02-19 19:07:06.834
1739995479239,96157.47075255743,2025-02-19 20:04:39.239
1739999084679,96137.40416742311,2025-02-19 21:04:44.679
1740002734349,96423.82994264697,2025-02-19 22:05:34.349
1740006222693,96540.84301900618,2025-02-19 23:03:42.693
1740009976528,96631.9764747056,2025-02-20 00:06:16.528
1740013495780,96836.56956169584,2025-02-20 01:04:55.780
1740016982861,96753.44819523895,2025-02-20 02:03:02.861
1740020438172,97179.21961256368,2025-02-20 03:00:38.172
